Name,Customer Company,Sales Telephone (Cell),Sales Telephone (Office),Customer Phone,Customer,"Sales Office Address, City, State, and Zip","Customer Address, City, State, and Zip",Order Dollar Amount,Order Date,Order Time,Sales Rep ID, 
Marquis Mundy,Quark Industries,+1 (355) 848-4739,    (855) 304-1935,    (367) 162-9308,grace alsop,"9291 hill drive ne, pomona, ca 91767","    246 woodland road, roy, ut 84067",223495,5/2/2018,5:27 PM,4,
Devi Snodgrass,Queen Industries,+1 (218) 310-4987,    (903) 865-4261,    (281) 577-1743,fiona paterson,"1915 market court, new orleans, LA 70112","    564 chapel street, cornelius, nc 28031",233490,11/26/2018,1:53 PM,1,
Hanna Corey,Globex Corporation,+1 (221) 128-3754,    (240) 354-7586,    (810) 144-7674,audrey wilson,"6676 washington place, savannah, GA 31401","    696 wall street, lacey, wa 98503",227704,4/1/2018,12:05 AM,5,
Garima Lay,Edgars Industries,+1 (168) 871-4569,    (112) 360-5376,    (553) 505-3230,ruth white,"1676 cherry crescent ne, akron, OH 44301","    450 devon road, cookeville, tn 38501",196140,3/5/2018,5:41 PM,3,
Chiku Sturgis,Trans Pacific Airlines,+1 (795) 931-7543,    (998) 612-7799,    (418) 525-5658,sue hardacre,"5259 elm way, columbia, SC 29201","    898 poplar street, akron, oh 44312",226383,4/6/2018,10:24 PM,7,
Ramon Kern,Sample Inc.,+1 (530) 660-3354,    (492) 349-1267,    (273) 254-9619,gabrielle duncan,"316 valley row, yonkers, NY 10701","    481 amherst street, baton rouge, la 70806",220637,3/2/2018,12:52 AM,3,
Adin Lira,Curious Goods,+1 (801) 863-4817,    (317) 993-7951,    (416) 945-4701,maria carr,"6976 main lane, olathe, KS 66061","    752 route 4, atlantic city, nj 08401",175115,7/27/2018,11:40 PM,2,
Simone Woodard,The New Firm,+1 (653) 751-5575,    (255) 611-0807,    (302) 387-4130,kevin mclean,"6745 view drive, tucson, AZ 85701","    817 east avenue, sewell, nj 08080",289469,1/24/2018,12:30 AM,5,
Alma Elam,The Lanford Lunch Box,+1 (024) 407-5992,    (827) 581-9235,    (394) 845-8712,luke young,"4189 cedar street, west valley city, UT 84119","    922 green street, tonawanda, ny 14150",275727,12/30/2018,12:42 PM,7,
Edgardo Danner,Global Airways,+1 (934) 379-1318,    (991) 508-8996,    (880) 526-8418,ella greene,"1457 park terrace nw, fresno, ca 93701","    236 old york road, oxon hill, md 20745",159720,4/24/2018,4:14 AM,5,
Ahmed Shaffer,C.H. Lavatory and Sons,+1 (304) 433-2970,    (819) 427-5605,    (627) 834-9860,leonard newman,"225 pine park, rochester, MN 55901","    418 roosevelt avenue, new britain, ct 06051",180219,9/9/2018,5:43 PM,9,
Ananya Spurgeon,QuantCo,+1 (391) 739-7442,    (328) 288-3961,    (384) 189-0419,jasmine clark,"999 fifth terrace north, stamford, CT 06901","    609 magnolia court, tualatin, or 97062",250191,7/2/2018,6:41 AM,1,
Falda Parry,Trans Pacific Airlines,+1 (763) 041-8957,    (103) 807-0476,    (250) 986-5272,owen sharp,"530 first boulevard east, joliet, IL 60431","    336 clark street, west lafayette, in 47906",223282,12/4/2018,10:35 AM,7,
Gabriella Ainsworth,Trans Pacific Airlines,+1 (207) 826-7473,    (154) 774-0019,    (702) 527-1673,jasmine mitchell,"491 second freeway ne, grand prairie, tx 75050","    482 hawthorne lane, cuyahoga falls, oh 44221",201173,7/23/2018,11:48 AM,5,
Adita Mackenzie,Quark Industries,+1 (337) 445-6758,    (656) 224-0672,    (193) 480-9327,lucas mcdonald,"4818 walnut alley, roseville, ca 95661","    565 railroad street, park ridge, il 60068",163450,9/24/2018,1:19 AM,8,
Mack Oconnor,Chez Quis,+1 (754) 899-2600,    (199) 229-0610,    (897) 996-2826,karen gill,"5047 broad court west, elizabeth, NJ 07201","    65 adams street, villa park, il 60181",273416,1/4/2018,5:56 AM,5,
Moray Hendrickson,Initrode,+1 (972) 892-6490,    (956) 908-1177,    (124) 804-3602,yvonne harris,"3724 grove drive, arvada, CO 80002","    339 briarwood court, lockport, ny 14094",274191,6/23/2018,5:15 AM,5,
Clayton Montalvo,Trade Federation,+1 (769) 424-8513,    (173) 721-1512,    (903) 734-0432,kevin dyer,"1474 main way, little rock, AR 72201","    197 franklin court, little rock, ar 72209",156746,5/22/2018,12:37 AM,1,
Flora Mcqueen,General Services Corporation,+1 (081) 799-6141,    (452) 492-4346,    (686) 297-8571,theresa coleman,"5117 fourth terrace, arlington, tx 76006","    925 hill street, aberdeen, sd 57401",273742,12/14/2018,1:39 AM,6,
Devi Tobin,Primatech,+1 (692) 573-5243,    (295) 367-4783,    (665) 304-9435,megan davies,"8734 park lane, manchester, NH 03101","    671 evergreen drive, peabody, ma 01960",193652,1/30/2019,11:15 PM,7,
Gertrude Sabo,Umbrella Corporation,+1 (081) 614-0922,    (113) 775-2626,    (252) 406-9379,evan peake,"5522 second cove, phoenix, AZ 85003","    498 sunset drive, zion, il 60099",176039,8/15/2019,11:19 AM,3,
Ling Lennon,Fabrikam Corporation,+1 (360) 644-9692,    (483) 602-0939,    (580) 925-3853,kylie nash,"6691 church way east, provo, UT 84601","    216 jones street, capitol heights, md 20743",247267,10/4/2019,10:50 PM,9,
Elin Boles,Input Inc.,+1 (145) 099-9839,    (260) 846-2228,    (541) 786-1411,madeleine hunter,"8315 second avenue, indianapolis, IN 46201","    83 water street, elmhurst, ny 11373",226537,10/21/2019,4:51 AM,9,
Leah Flynn,Kumatsu Motors,+1 (528) 980-3056,    (196) 220-1479,    (369) 421-3251,natalie smith,"5923 seventh court, pittsburgh, PA 15112","    540 aspen court, spartanburg, sc 29301",237351,7/20/2019,10:10 AM,3,
Octavia Hamm,Omni Consumer Products,+1 (470) 996-0448,    (710) 643-2268,    (232) 809-5928,kimberly sanderson,"4113 broad lane, arlington, tx 76006","    524 sherman street, reisterstown, md 21136",165518,1/25/2019,1:41 AM,2,
Taniyah Meeks,Charles Townsend Agency,+1 (956) 238-7801,    (101) 706-7786,    (161) 944-9454,joe hughes,"6476 first canal, charleston, SC 29401","    202 washington avenue, toledo, oh 43612",215352,5/22/2019,9:32 AM,3,
cassara Jackson,Colonial Movers,+1 (682) 329-5177,    (129) 226-2040,    (839) 632-2522,amy bond,"6459 first lane nw, peoria, AZ 85345","    669 north street, lawrence township, nj 08648",166576,10/14/2019,10:23 PM,2,
Hadley Kopp,Sixty Second Avenue,+1 (001) 091-1424,    (428) 865-6734,    (775) 350-8407,sarah cameron,"3570 broad road south, brownsville, tx 78520","    120 3rd street east, matawan, nj 07747",244819,3/1/2019,12:09 AM,3,
Leroy carnahan,Ace Tomato Company,+1 (213) 761-5228,    (700) 501-3291,    (111) 556-1369,wendy black,"3152 valley loop, springfield, IL 62701","    96 arch street, drexel hill, pa 19026",217128,7/24/2019,8:14 AM,3,
Deja Mcdonnell,Contoso Corporation,+1 (949) 726-6629,    (712) 438-3607,    (446) 983-7137,austin scott,"9096 first alley, lincoln, NE 68502","    218 williams street, millville, nj 08332",225869,12/19/2019,6:21 PM,4,
Stormy Woodward,Biffco,+1 (741) 777-0424,    (382) 770-6667,    (167) 179-9090,diane slater,"5483 cherry drive, jersey city, NJ 07302","    187 valley view drive, davison, mi 48423",252404,6/12/2019,4:29 PM,2,
Didrika Rosenbaum,General Services Corporation,+1 (567) 720-0160,    (483) 830-8073,    (239) 207-8707,deirdre manning,"5948 maple court, sunnyvale, ca 94086","    684 route 4, winder, ga 30680",211008,1/19/2019,11:27 AM,1,
Avidan Wild,Judgment Six,+1 (052) 616-5982,    (558) 192-9826,    (907) 502-7961,joseph north,"7495 water terrace, salt lake city, UT 84101","    101 front street north, rome, ny 13440",183314,12/22/2019,6:27 AM,7,
Britney Glass,Parrish Communications,+1 (561) 129-4938,    (224) 745-0062,    (883) 821-5384,ian manning,"31 mill drive, reno, NV 89501","    534 north street, sicklerville, nj 08081",159937,8/11/2019,9:34 AM,3,
Rollie Friedman,Shinra Electric Power Company,+1 (882) 204-9642,    (497) 991-7353,    (981) 448-6604,justin black,"8391 eighth cove, irvine, ca 92714","    29 laurel drive, holland, mi 49423",241825,3/18/2019,2:19 PM,4,
Mireya Denney,QuantCo,+1 (945) 901-2717,    (229) 881-4524,    (245) 431-5013,pippa lee,"6877 walnut lane ne, miramar, FL 33023","    900 5th street east, lenoir, nc 28645",192608,7/15/2019,6:49 PM,3,
Nina Humphrey,Nordyne Defense Dynamics,+1 (638) 542-5076,    (377) 468-2347,    (836) 297-1494,samantha avery,"8457 view avenue south, west covina, ca 91790","    681 hickory lane, hattiesburg, ms 39401",269795,12/31/2019,10:33 AM,3,
Lamis Nakamura,Incom Corporation,+1 (518) 951-6929,    (842) 462-9165,    (101) 215-9621,claire berry,"7253 hill cove, clearwater, FL 34615","    442 lincoln avenue, rocklin, ca 95677",288652,5/7/2019,4:33 PM,2,
Mitzi Huang,Blue Sun Corporation,+1 (032) 265-0030,    (602) 204-1507,    (235) 930-0432,alexander paterson,"5047 jefferson cove, san bernardino, ca 92401","    994 west street, oak forest, il 60452",165282,2/8/2019,3:41 PM,3,
Daphne Arsenault,Charles Townsend Agency,+1 (915) 485-7911,    (629) 710-6979,    (159) 884-8892,phil quinn,"816 main alley se, roseville, ca 95661","    452 parker street, oakland gardens, ny 11364",272660,1/17/2019,6:16 PM,9,
Berenice Swisher,Matsumura Fishworks,+1 (017) 349-0123,    (788) 523-7532,    (583) 888-7669,andrea harris,"8520 broad road, cambridge, MA 02138","    238 heather lane, jacksonville, nc 28540",183555,11/9/2019,5:57 AM,2,
Petra cartwright,Trans Regional Airlines,+1 (974) 420-5211,    (752) 587,    (329) 465-4277,andrew young,"1805 church cove, shreveport, LA 71101","    525 hamilton road, la crosse, wi 54601",162002,11/1/2019,8:46 AM,1,
Alyssa Randall,The Hanso Foundation,+1 (595) 184-1760,    (104) 684-8380,    (265) 169-0620,sally murray,"8632 park crescent se, topeka, KS 66603","    565 east street, orland park, il 60462",242424,8/14/2019,5:33 AM,7,
Agila Yee,Union Aerospace Corporation,+1 (361) 005-4138,    (725) 155-4607,    (148) 372-6958,lily avery,"1722 jefferson road, providence, RI 02903","    245 8th street south, tewksbury, ma 01876",285938,10/28/2019,8:47 AM,7,
Estrella Mayers,Gringotts,+1 (354) 469-0070,    (616) 752-6546,    (349) 281-4192,jessica carr,"4634 fifth boulevard sw, visalia, ca 93277","    821 highland avenue, drexel hill, pa 19026",163483,11/18/2019,4:12 AM,3,
Porter Ledoux,Globo-Chem,+1 (684) 964-6271,    (799) 703-9291,    (227) 556-9791,jennifer simpson,"5891 lake parkway east, cambridge, MA 02138","    209 windsor court, woodhaven, ny 11421",200106,12/4/2019,4:35 PM,3,
Dian Kelsey,Contoso Corporation,+1 (812) 672-0331,    (411) 260-8464,    (781) 330-1530,alexander metcalfe,"9941 fourth parkway, sacramento, ca 95814","    582 creek road, palm harbor, fl 34683",176709,4/29/2019,3:46 AM,5,
Rahul Kaplan,Globex Corporation,+1 (571) 782-6091,    (339) 688-3997,    (692) 157-7654,claire hughes,"3884 church circle, pueblo, CO 81001","    705 lake street, ankeny, ia 50023",169302,2/9/2019,9:06 PM,2,
Jabir Fuentes,Foo Bars,+1 (931) 999-3800,    (815) 669-5283,    (918) 870-2651,keith underwood,"440 sixth street north, anchorage, AK 99501","    711 colonial avenue, vineland, nj 08360",262389,10/19/2019,6:22 AM,3,
Markus Winkler,123 Warehousing,+1 (418) 951-8440,    (220) 199-5824,    (757) 636-5635,hannah glover,"6045 view cove sw, ventura, ca 93001","    935 harrison avenue, oxford, ms 38655",278939,10/23/2019,9:33 AM,2,
Ah-Kem Goodin,Big Belly Burger,+1 (374) 105-1406,    (348) 306-5331,    (457) 497-9485,carl hodges,"3529 fifth terrace south, eugene, OR 97402","    377 crescent street, peoria, il 61604",182021,11/17/2019,9:14 AM,5,
Louvenia Harwood,General Forge and Foundry,+1 (783) 291-3983,    (750) 783-1571,    (472) 117-0640,kylie hughes,"8163 hill place east, huntsville, AL 35801","    132 ridge avenue, waltham, ma 02453",283025,5/23/2019,4:14 PM,1,
Andres Cervantes,Slate Rock and Gravel Company,+1 (371) 008-1220,    (401) 835-1107,    (366) 751-9255,robert dyer,"8790 maple freeway south, aurora, IL 60504","    770 hilltop road, pottstown, pa 19464",198356,4/20/2019,6:01 PM,3,
Tiana Turley,Buy and Large Corporation,+1 (643) 674-2366,    (407) 448-0565,    (817) 689-1555,jake metcalfe,"6313 eighth freeway, allentown, PA 18101","    825 route 9, stuart, fl 34997",264620,4/15/2019,9:11 AM,9,
Milton Hyde,TriOptimum Corporation,+1 (271) 937-8158,    (900) 823-5925,    (387) 391-6474,sue sharp,"5617 lincoln way sw, pittsburgh, PA 15112","    26 route 44, spartanburg, sc 29301",240727,12/14/2019,5:16 PM,3,
Kacia Mccain,Rossum Corporation,+1 (983) 760-5261,    (637) 176-0920,    (176) 488-5034,penelope hunter,"4458 lincoln drive east, torrance, ca 90501","    21 bridge street, clinton, md 20735",197839,1/29/2019,8:49 PM,7,
Enye Hennessey,The Queen Victoria,+1 (127) 072-6854,    (897) 542-8682,    (480) 363-8779,wanda ross,"493 maple drive, riverside, ca 92501","    380 ashley court, mcminnville, tn 37110",226333,9/29/2019,2:48 PM,3,
Nitza Vargas,Quantum Airlines,+1 (439) 578-3977,    (873) 466-9271,    (672) 716-0772,victor lyman,"2479 washington boulevard north, gilbert, AZ 85234","    915 winding way, sanford, nc 27330",217829,4/23/2019,6:14 PM,3,
Doyle Gladden,Demo Inc.,+1 (913) 383-1116,    (972) 441-8770,    (229) 843-7525,phil mcdonald,"6293 main freeway, coral springs, FL 33065","    867 academy street, feasterville trevose, pa 19053",162466,6/4/2019,2:39 AM,5,
Metea Gorman,Initech,+1 (951) 041-8828,    (229) 792-5490,    (989) 795-3244,sophie reid,"5050 fourth road, costa mesa, ca 92626","    385 mill street, westwood, nj 07675",209689,10/13/2019,12:50 AM,5,
Kirby Whitaker,Kumatsu Motors,+1 (216) 079-5942,    (362) 505-2408,    (887) 591-2080,austin mcgrath,"7557 washington way, tampa, FL 33602","    454 adams street, kearny, nj 07032",233621,4/7/2019,12:53 AM,8,
Jacqueline Weed,Primatech,+1 (671) 755-9954,    (267) 847-9250,    (282) 795-8849,ian king,"924 broad park east, dallas, tx 75201","    929 front street north, new york, ny 10002",232202,8/23/2019,9:42 AM,3,
Annot Leonard,Ankh-Sto Associates,+1 (484) 329-0502,    (370) 172-7386,    (192) 970-5186,rebecca randall,"9604 elm way south, wichita, KS 67202","    372 durham road, west fargo, nd 58078",246850,11/11/2019,7:58 AM,3,
Hadar Garris,Western Gas & Electric,+1 (558) 708-1763,    (338) 962-8923,    (927) 125-8717,deirdre lawrence,"7228 valley loop east, lancaster, ca 93534","    27 cherry lane, west lafayette, in 47906",276065,12/11/2019,7:51 PM,9,
Tierra Pritchard,Wallaby Airlines,+1 (202) 274-3030,    (507) 997-2076,    (516) 890-8868,samantha allan,"1435 market parkway west, tacoma, WA 98402","    147 king street, marquette, mi 49855",268581,10/11/2019,3:26 AM,3,
Randolph Rayburn,Massive Dynamic,+1 (414) 670-5701,    (194) 453-3295,    (700) 165-7953,charles coleman,"393 adams lane, oxnard, ca 93030","    540 5th street north, reading, ma 01867",251239,8/25/2019,3:31 AM,1,
Ayame Ahern,MARS Industries,+1 (550) 512-1080,    (685) 528-2160,    (201) 609-5920,jason anderson,"9652 second avenue, newark, NJ 07102","    886 lincoln street, gulfport, ms 39503",233480,4/21/2019,3:42 PM,5,
Annot Liu,Videlectrix,+1 (310) 426-8533,    (720) 361-3959,    (385) 577-5815,anna sharp,"9172 sixth drive, corona, ca 91719","    381 lincoln street, grand forks, nd 58201",248736,5/14/2020,7:10 AM,9,
Whitney Knudsen,Primatech Paper Co.,+1 (431) 554-3062,    (391) 746-4999,    (836) 640-1010,wanda lee,"6762 oak parkway, los angeles, ca 90001","    858 locust street, gastonia, nc 28052",216848,2/22/2020,8:08 AM,6,
Alva Melancon,ABC Telecom,+1 (621) 150-5809,    (412) 113-6257,    (278) 227-1213,blake paige,"7587 ninth park, tucson, AZ 85701","    601 eagle road, solon, oh 44139",178745,1/26/2020,12:56 AM,2,
Talia Crowe,Judgment Six,+1 (920) 940-9501,    (735) 299-3565,    (333) 280-2593,sam mackenzie,"2445 chestnut boulevard sw, lubbock, tx 79401","    187 jackson street, elizabethtown, pa 17022",160530,6/7/2020,12:11 PM,3,
Lon Pederson,Sample Inc.,+1 (150) 553-2721,    (110) 544-9347,    (305) 645-1004,heather mcdonald,"48 seventh place se, richmond, VA 23219","    969 dogwood drive, tucker, ga 30084",211090,1/14/2020,8:53 PM,6,
Berniece Silverman,Atlantic International Airlines,+1 (517) 018-4978,    (531) 735-4167,    (877) 458-6328,dan baker,"9489 central road, san francisco, ca 94102","    128 devon road, hobart, in 46342",230373,3/2/2020,5:32 AM,5,
Rodney Fritz,Wallaby Airlines,+1 (048) 614-7027,    (799) 597-2648,    (346) 461-2814,michael grant,"9037 park terrace, san bernardino, ca 92401","    880 redwood drive, danvers, ma 01923",225276,4/15/2020,7:37 AM,8,
Rikki Clarke,Axis Chemical Co.,+1 (759) 564-4145,    (486) 921-2222,    (916) 692-7216,caroline gill,"3044 sixth row, north las vegas, NV 89030","    37 locust lane, port orange, fl 32127",180756,11/26/2020,12:59 PM,3,
Phillip Stinnett,North Western Railway,+1 (503) 008-1237,    (384) 205-6898,    (494) 715-4985,zoe carr,"8982 mill court west, long beach, ca 90802","    767 hillcrest avenue, oshkosh, wi 54901",276197,8/16/2020,8:49 AM,7,
Trace Jaynes,Ankh-Sto Associates,+1 (075) 759-7806,    (503) 860-7480,    (896) 443-3037,gordon langdon,"8417 ninth court se, warren, MI 48089","    832 bayberry drive, lithonia, ga 30038",246863,5/1/2020,2:50 PM,2,
Marilou Forman,Nordyne Defense Dynamics,+1 (423) 564-3734,    (690) 215-0117,    (608) 131-1011,steven gray,"616 valley crescent, scottsdale, AZ 85250","    48 woodland avenue, whitestone, ny 11357",228427,4/24/2020,9:36 AM,2,
Kaley Smallwood,Widget Corp,+1 (939) 197-7460,    (870) 879-3685,    (298) 690-7034,connor stewart,"4184 broad loop, provo, UT 84601","    352 4th street, inman, sc 29349",168970,3/24/2020,5:33 AM,2,
Claud Costello,caliban Industries,+1 (571) 367-1041,    (588) 645-8228,    (207) 674-1635,sue graham,"9061 second boulevard se, milwaukee, WI 53202","    533 columbia street, rockford, mi 49341",196993,5/7/2020,1:22 AM,3,
Montgomery Paz,McMahon and Tate,+1 (702) 918-9256,    (566) 199-3539,    (308) 760-7907,edward hughes,"5598 adams row se, miramar, FL 33023","    306 cottage street, bayonne, nj 07002",152919,9/22/2020,2:43 AM,3,
Lehman Childers,Parrish Communications,+1 (872) 312-5899,    (143) 752-2519,    (167) 941-0198,edward ince,"3415 lincoln loop sw, santa rosa, ca 95401","    600 durham road, enterprise, al 36330",209765,8/30/2020,10:50 AM,2,
Madra Salerno,Water and Power,+1 (657) 689-0814,    (157) 543-2746,    (758) 669-6269,molly dyer,"2353 ninth drive, springfield, MO 65802","    56 railroad street, wilmington, ma 01887",281456,1/27/2020,8:01 PM,1,
Clea Beane,ABC Telecom,+1 (880) 238-8360,    (158) 623-8128,    (290) 707-0478,una roberts,"2313 walnut park, mcallen, tx 78501","    666 3rd street north, hastings, mn 55033",263257,12/6/2020,10:33 AM,3,
Ledell Elder,Smith and Co.,+1 (220) 974-6813,    (158) 748-8008,    (192) 608-8122,sue skinner,"8893 hill drive ne, newport news, VA 23601","    533 madison court, summerville, sc 29483",233471,3/28/2020,11:36 AM,2,
Leander Flowers,Sample Inc.,+1 (588) 969-9562,    (463) 227-0927,    (875) 593-2395,blake rampling,"4447 view alley north, oxnard, ca 93030","    121 hawthorne avenue, la vergne, tn 37086",224571,7/20/2020,4:59 PM,5,
Bertie Blake,QWERTY Logistics,+1 (290) 349-1832,    (304) 637-2202,    (516) 880-8570,paul quinn,"3293 jefferson drive, elizabeth, NJ 07201","    244 3rd avenue, ringgold, ga 30736",177761,3/13/2020,12:48 AM,5,
